0.0, 0.0, 8.28804347826, 0.0
0.0, 0.0, 13.5826771654, 0.0
0.0, 0.0, 14.8496240602, 0.0
0.0, 0.0, 29.4117647059, 0.0
0.0, 0.0, 7.22347629797, 0.0
0.0, 0.0, 13.5922330097, 0.0
0.0, 0.0, 11.5079365079, 0.0
0.0, 0.0, 17.3745173745, 0.0
0.0, 0.0, 7.54310344828, 0.0
0.0, 0.0, 13.9264990329, 0.0
0.0, 0.0, 16.6, 0.0
0.0, 0.0, 13.8775510204, 0.0
0.0, 0.0, 11.6370808679, 1.7763568394e-15
0.0, 0.0, 18.2495344507, 0.0
0.0, 0.0, 18.7062937063, 0.0
0.0, 0.0, 15.4275092937, 0.0
0.0, 0.0, 20.0723327306, 0.0
0.0, 0.0, 14.6198830409, 1.7763568394e-15
0.0, 0.0, 12.3287671233, 0.0
0.0, 0.0, 23.3333333333, 0.0
0.0, 0.0, 9.9173553719, 0.0
0.0, 0.0, 13.1627056673, 0.0
0.0, 0.0, 13.7295081967, 0.0
0.0, 0.0, 9.17030567686, 0.0
0.0, 0.0, 3.32541567696, 0.0
0.0, 0.0, 15.0684931507, 0.0
0.0, 0.0, 5.39956803456, 8.881784197e-16
0.0, 0.0, 9.78723404255, 0.0
0.0, 0.0, 16.0714285714, 0.0
0.0, 0.0, 14.6534653465, 0.0
